Census,2019,County,State
1420,1301,Hyde County,South Dakota
3031,3344,Jackson County,South Dakota
2071,2013,Jerauld County,South Dakota
1006,903,Jones County,South Dakota
5148,4939,Kingsbury County,South Dakota
11200,12797,Lake County,South Dakota
24097,25844,Lawrence County,South Dakota
44828,61128,Lincoln County,South Dakota
3755,3781,Lyman County,South Dakota
5618,5586,McCook County,South Dakota
2459,2379,McPherson County,South Dakota
4656,4935,Marshall County,South Dakota
25434,28332,Meade County,South Dakota
2048,2061,Mellette County,South Dakota
2389,2216,Miner County,South Dakota
169468,193134,Minnehaha County,South Dakota
6486,6576,Moody County,South Dakota
13586,14177,Oglala Lakota County,South Dakota
100948,113775,Pennington County,South Dakota
2982,2865,Perkins County,South Dakota
2329,2153,Potter County,South Dakota
10149,10394,Roberts County,South Dakota
2355,2344,Sanborn County,South Dakota
6415,6376,Spink County,South Dakota
2966,3098,Stanley County,South Dakota
1373,1391,Sully County,South Dakota
9612,10177,Todd County,South Dakota
5644,5441,Tripp County,South Dakota
8347,8384,Turner County,South Dakota
14399,15932,Union County,South Dakota
5438,5435,Walworth County,South Dakota
22438,22814,Yankton County,South Dakota
2801,2756,Ziebach County,South Dakota
75129,76978,Anderson County,Tennessee
45058,49713,Bedford County,Tennessee
16489,16160,Benton County,Tennessee
12876,15064,Bledsoe County,Tennessee
123010,133088,Blount County,Tennessee
98963,108110,Bradley County,Tennessee
40716,39842,Campbell County,Tennessee
13801,14678,Cannon County,Tennessee
28522,27767,Carroll County,Tennessee
57424,56391,Carter County,Tennessee
39105,40667,Cheatham County,Tennessee
17131,17297,Chester County,Tennessee
32213,31959,Claiborne County,Tennessee
7861,7615,Clay County,Tennessee
35662,36004,Cocke County,Tennessee
52796,56520,Coffee County,Tennessee
14586,14230,Crockett County,Tennessee
56053,60520,Cumberland County,Tennessee
626681,694144,Davidson County,Tennessee
11757,11663,Decatur County,Tennessee
18723,20490,DeKalb County,Tennessee
49666,53948,Dickson County,Tennessee
38335,37159,Dyer County,Tennessee
38413,41133,Fayette County,Tennessee
17959,18523,Fentress County,Tennessee
41052,42208,Franklin County,Tennessee
49683,49133,Gibson County,Tennessee
29485,29464,Giles County,Tennessee
22657,23320,Grainger County,Tennessee
68831,69069,Greene County,Tennessee
13703,13427,Grundy County,Tennessee
62544,64934,Hamblen County,Tennessee
336463,367804,Hamilton County,Tennessee
6819,6620,Hancock County,Tennessee
27253,25050,Hardeman County,Tennessee
26026,25652,Hardin County,Tennessee
56833,56786,Hawkins County,Tennessee
18787,17304,Haywood County,Tennessee
27769,28117,Henderson County,Tennessee
32330,32345,Henry County,Tennessee
24690,25178,Hickman County,Tennessee
8426,8201,Houston County,Tennessee
18538,18582,Humphreys County,Tennessee
11638,11786,Jackson County,Tennessee
51407,54495,Jefferson County,Tennessee
18244,17788,Johnson County,Tennessee
432226,470313,Knox County,Tennessee
7832,7016,Lake County,Tennessee
27815,25633,Lauderdale County,Tennessee
41869,44142,Lawrence County,Tennessee
12161,12268,Lewis County,Tennessee
33361,34366,Lincoln County,Tennessee
48556,54068,Loudon County,Tennessee
52266,53794,McMinn County,Tennessee
26075,25694,McNairy County,Tennessee
22248,24602,Macon County,Tennessee
98294,97984,Madison County,Tennessee
28237,28907,Marion County,Tennessee
30617,34375,Marshall County,Tennessee
80956,96387,Maury County,Tennessee
11753,12422,Meigs County,Tennessee
44519,46545,Monroe County,Tennessee
172331,208993,Montgomery County,Tennessee
6362,6488,Moore County,Tennessee
21987,21403,Morgan County,Tennessee
31807,30069,Obion County,Tennessee
22083,22241,Overton County,Tennessee
7915,8076,Perry County,Tennessee
5077,5048,Pickett County,Tennessee
16825,16832,Polk County,Tennessee
72321,80245,Putnam County,Tennessee
31809,33167,Rhea County,Tennessee
54181,53382,Roane County,Tennessee
66283,71813,Robertson County,Tennessee
262604,332285,Rutherford County,Tennessee
22228,22068,Scott County,Tennessee
14112,15026,Sequatchie County,Tennessee
89889,98250,Sevier County,Tennessee
927644,937166,Shelby County,Tennessee
19166,20157,Smith County,Tennessee
13324,13715,Stewart County,Tennessee
156823,158348,Sullivan County,Tennessee
160645,191283,Sumner County,Tennessee
61081,61599,Tipton County,Tennessee
7870,11284,Trousdale County,Tennessee
18313,17883,Unicoi County,Tennessee
19109,19972,Union County,Tennessee
5548,5872,Van Buren County,Tennessee
39839,41277,Warren County,Tennessee
122979,129375,Washington County,Tennessee
17021,16673,Wayne County,Tennessee
35021,33328,Weakley County,Tennessee
25841,27345,White County,Tennessee
183182,238412,Williamson County,Tennessee
113993,144657,Wilson County,Tennessee
58458,57735,Anderson County,Texas
14786,18705,Andrews County,Texas
86771,86715,Angelina County,Texas
23158,23510,Aransas County,Texas
9054,8553,Archer County,Texas
1901,1887,Armstrong County,Texas
44911,51153,Atascosa County,Texas
28417,30032,Austin County,Texas
7165,7000,Bailey County,Texas
20485,23112,Bandera County,Texas
74171,88723,Bastrop County,Texas
3726,3509,Baylor County,Texas
31861,32565,Bee County,Texas
310235,362924,Bell County,Texas
1714773,2003554,Bexar County,Texas
10497,11931,Blanco County,Texas
641,654,Borden County,Texas
18212,18685,Bosque County,Texas
92565,93245,Bowie County,Texas
313166,374264,Brazoria County,Texas
194851,229211,Brazos County,Texas
9232,9203,Brewster County,Texas
1637,1546,Briscoe County,Texas
7223,7093,Brooks County,Texas
38106,37864,Brown County,Texas
17187,18443,Burleson County,Texas
42750,48155,Burnet County,Texas
38066,43664,Caldwell County,Texas
21381,21290,Calhoun County,Texas
13544,13943,Callahan County,Texas
406220,423163,Cameron County,Texas
12401,13094,Camp County,Texas
6182,5926,Carson County,Texas
30464,30026,Cass County,Texas
8062,7530,Castro County,Texas
35096,43837,Chambers County,Texas
50845,52646,Cherokee County,Texas
7041,7306,Childress County,Texas
10752,10471,Clay County,Texas
3127,2853,Cochran County,Texas
3320,3387,Coke County,Texas
8895,8175,Coleman County,Texas
782341,1034730,Collin County,Texas
3057,2920,Collingsworth County,Texas
20874,21493,Colorado County,Texas
108472,156209,Comal County,Texas
13974,13635,Comanche County,Texas
4087,2726,Concho County,Texas
38437,41257,Cooke County,Texas
75388,75951,Coryell County,Texas
1505,1398,Cottle County,Texas
4375,4797,Crane County,Texas
3719,3464,Crockett County,Texas
6059,5737,Crosby County,Texas
2398,2171,Culberson County,Texas
6703,7287,Dallam County,Texas
2368139,2635516,Dallas County,Texas
13833,12728,Dawson County,Texas
19372,18546,Deaf Smith County,Texas
5231,5331,Delta County,Texas
662614,887207,Denton County,Texas
20097,20160,DeWitt County,Texas
2444,2211,Dickens County,Texas
9996,10124,Dimmit County,Texas
3677,3278,Donley County,Texas
11782,11157,Duval County,Texas
18583,18360,Eastland County,Texas
137130,166223,Ector County,Texas
2002,1932,Edwards County,Texas
149610,184826,Ellis County,Texas
800647,839238,El Paso County,Texas
37890,42698,Erath County,Texas
17866,17297,Falls County,Texas
33915,35514,Fannin County,Texas
24554,25346,Fayette County,Texas
3974,3830,Fisher County,Texas
6446,5712,Floyd County,Texas
1336,1155,Foard County,Texas
585375,811688,Fort Bend County,Texas
10605,10725,Franklin County,Texas
19816,19717,Freestone County,Texas
17217,20306,Frio County,Texas
17526,21492,Gaines County,Texas
291309,342139,Galveston County,Texas
6461,6229,Garza County,Texas
24837,26988,Gillespie County,Texas
1226,1409,Glasscock County,Texas
7210,7658,Goliad County,Texas
19807,20837,Gonzales County,Texas
22535,21886,Gray County,Texas
120877,136212,Grayson County,Texas
121730,123945,Gregg County,Texas
26604,28880,Grimes County,Texas
131533,166847,Guadalupe County,Texas
36273,33406,Hale County,Texas
3353,2964,Hall County,Texas
8517,8461,Hamilton County,Texas
5613,5399,Hansford County,Texas
4139,3933,Hardeman County,Texas
54635,57602,Hardin County,Texas
4092459,4713325,Harris County,Texas
65631,66553,Harrison County,Texas
6062,5576,Hartley County,Texas
5899,5658,Haskell County,Texas
157107,230191,Hays County,Texas
3807,3819,Hemphill County,Texas
78532,82737,Henderson County,Texas
774769,868707,Hidalgo County,Texas
35089,36649,Hill County,Texas
22935,23021,Hockley County,Texas
51182,61643,Hood County,Texas
35161,37084,Hopkins County,Texas
23732,22968,Houston County,Texas
35012,36664,Howard County,Texas
3476,4886,Hudspeth County,Texas
86129,98594,Hunt County,Texas
22150,20938,Hutchinson County,Texas
1599,1536,Irion County,Texas
9044,8935,Jack County,Texas
14075,14760,Jackson County,Texas
35710,35529,Jasper County,Texas
2342,2274,Jeff Davis County,Texas
252273,251565,Jefferson County,Texas
5300,5200,Jim Hogg County,Texas
40838,40482,Jim Wells County,Texas
150934,175817,Johnson County,Texas
20202,20083,Jones County,Texas
14824,15601,Karnes County,Texas
103350,136154,Kaufman County,Texas
33410,47431,Kendall County,Texas
416,404,Kenedy County,Texas
808,762,Kent County,Texas
49625,52600,Kerr County,Texas
4607,4337,Kimble County,Texas
286,272,King County,Texas
3598,3667,Kinney County,Texas
32061,30680,Kleberg County,Texas
3719,3664,Knox County,Texas
49793,49859,Lamar County,Texas
13977,12893,Lamb County,Texas
19677,21428,Lampasas County,Texas
6886,7520,La Salle County,Texas
19263,20154,Lavaca County,Texas
16612,17239,Lee County,Texas
16801,17404,Leon County,Texas
75643,88219,Liberty County,Texas
23384,23437,Limestone County,Texas
3302,3233,Lipscomb County,Texas
11531,12207,Live Oak County,Texas
19301,21795,Llano County,Texas
82,169,Loving County,Texas
278831,310569,Lubbock County,Texas
5915,5951,Lynn County,Texas
8283,7984,McCulloch County,Texas
234906,256623,McLennan County,Texas
707,743,McMullen County,Texas
13664,14284,Madison County,Texas
10546,9854,Marion County,Texas
4799,5771,Martin County,Texas
4012,4274,Mason County,Texas
36702,36643,Matagorda County,Texas
54258,58722,Maverick County,Texas
46006,51584,Medina County,Texas
2242,2138,Menard County,Texas
136872,176832,Midland County,Texas
24757,24823,Milam County,Texas
4936,4873,Mills County,Texas
9403,8545,Mitchell County,Texas
19719,19818,Montague County,Texas
455746,607391,Montgomery County,Texas
21904,20940,Moore County,Texas
12934,12388,Morris County,Texas
1210,1200,Motley County,Texas
64524,65204,Nacogdoches County,Texas
47735,50113,Navarro County,Texas
14445,13595,Newton County,Texas
15216,14714,Nolan County,Texas
340223,362294,Nueces County,Texas
10223,9836,Ochiltree County,Texas
2052,2112,Oldham County,Texas
81837,83396,Orange County,Texas
28111,29189,Palo Pinto County,Texas
23796,23194,Panola County,Texas
116927,142878,Parker County,Texas
10269,9605,Parmer County,Texas
15507,15823,Pecos County,Texas
45413,51353,Polk County,Texas
121073,117415,Potter County,Texas
7818,6704,Presidio County,Texas
10914,12514,Rains County,Texas
120725,137713,Randall County,Texas
3367,3849,Reagan County,Texas
3309,3452,Real County,Texas
12860,12023,Red River County,Texas
13783,15976,Reeves County,Texas
7383,6948,Refugio County,Texas
929,854,Roberts County,Texas
16622,17074,Robertson County,Texas
78337,104915,Rockwall County,Texas
10501,10264,Runnels County,Texas
53330,54406,Rusk County,Texas
10834,10542,Sabine County,Texas
8865,8237,San Augustine County,Texas
26384,28859,San Jacinto County,Texas
64804,66730,San Patricio County,Texas
6131,6055,San Saba County,Texas
3461,2793,Schleicher County,Texas
16921,16703,Scurry County,Texas
3378,3265,Shackelford County,Texas
25448,25274,Shelby County,Texas
3034,3022,Sherman County,Texas
209714,232751,Smith County,Texas
8490,9128,Somervell County,Texas
60968,64633,Starr County,Texas
9630,9366,Stephens County,Texas
1143,1291,Sterling County,Texas
1490,1350,Stonewall County,Texas
4128,3776,Sutton County,Texas
7854,7397,Swisher County,Texas
1809034,2102515,Tarrant County,Texas
131506,138034,Taylor County,Texas
984,776,Terrell County,Texas
12651,12337,Terry County,Texas
1641,1501,Throckmorton County,Texas
32334,32750,Titus County,Texas
110224,119200,Tom Green County,Texas
1024266,1273954,Travis County,Texas
14585,14651,Trinity County,Texas
21766,21672,Tyler County,Texas
39309,41753,Upshur County,Texas
3355,3657,Upton County,Texas
26405,26741,Uvalde County,Texas
48879,49025,Val Verde County,Texas
52579,56590,Van Zandt County,Texas
86793,92084,Victoria County,Texas
67861,72971,Walker County,Texas
43205,55246,Waller County,Texas
10658,11998,Ward County,Texas
33718,35882,Washington County,Texas
250304,276652,Webb County,Texas
41280,41556,Wharton County,Texas
5410,5056,Wheeler County,Texas
131500,132230,Wichita County,Texas
13535,12769,Wilbarger County,Texas
22134,21358,Willacy County,Texas
422679,590551,Williamson County,Texas
42918,51070,Wilson County,Texas
7110,8010,Winkler County,Texas
59127,69984,Wise County,Texas
41964,45539,Wood County,Texas
7879,8713,Yoakum County,Texas
18550,18010,Young County,Texas
14018,14179,Zapata County,Texas
11677,11840,Zavala County,Texas
6629,6710,Beaver County,Utah
49975,56046,Box Elder County,Utah
112656,128289,Cache County,Utah
21403,20463,Carbon County,Utah
1059,950,Daggett County,Utah
306479,355481,Davis County,Utah
18607,19938,Duchesne County,Utah
10976,10012,Emery County,Utah
5172,5051,Garfield County,Utah
9225,9754,Grand County,Utah
46163,54839,Iron County,Utah
10246,12017,Juab County,Utah
7125,7886,Kane County,Utah
12503,13188,Millard County,Utah
9469,12124,Morgan County,Utah
1556,1479,Piute County,Utah
2264,2483,Rich County,Utah
1029655,1160437,Salt Lake County,Utah
14746,15308,San Juan County,Utah
27822,30939,Sanpete County,Utah
20802,21620,Sevier County,Utah
36324,42145,Summit County,Utah
58218,72259,Tooele County,Utah
32588,35734,Uintah County,Utah
516564,636235,Utah County,Utah
23530,34091,Wasatch County,Utah
138115,177556,Washington County,Utah
2778,2711,Wayne County,Utah
231236,260213,Weber County,Utah
36821,36777,Addison County,Vermont
37125,35470,Bennington County,Vermont
31227,29993,Caledonia County,Vermont
156545,163774,Chittenden County,Vermont
6306,6163,Essex County,Vermont
47746,49402,Franklin County,Vermont
6970,7235,Grand Isle County,Vermont
24475,25362,Lamoille County,Vermont
28936,28892,Orange County,Vermont
27231,27037,Orleans County,Vermont
61642,58191,Rutland County,Vermont
59534,58409,Washington County,Vermont
44513,42222,Windham County,Vermont
56670,55062,Windsor County,Vermont
33164,32316,Accomack County,Virginia
98970,109330,Albemarle County,Virginia
16250,14860,Alleghany County,Virginia
12690,13145,Amelia County,Virginia
32353,31605,Amherst County,Virginia
14973,15911,Appomattox County,Virginia
207627,236842,Arlington County,Virginia
73750,75558,Augusta County,Virginia
4731,4147,Bath County,Virginia
68676,78997,Bedford County,Virginia
6824,6280,Bland County,Virginia
33148,33419,Botetourt County,Virginia
17434,16231,Brunswick County,Virginia
24098,21004,Buchanan County,Virginia
17146,17148,Buckingham County,Virginia
54842,54885,Campbell County,Virginia
28545,30725,Caroline County,Virginia
30042,29791,Carroll County,Virginia
7256,6963,Charles City County,Virginia
12586,11880,Charlotte County,Virginia
316236,352802,Chesterfield County,Virginia
14034,14619,Clarke County,Virginia
5190,5131,Craig County,Virginia
46689,52605,Culpeper County,Virginia
10052,9932,Cumberland County,Virginia
15903,14318,Dickenson County,Virginia
28001,28544,Dinwiddie County,Virginia
11151,10953,Essex County,Virginia
1081726,1147532,Fairfax County,Virginia
65203,71222,Fauquier County,Virginia
15279,15749,Floyd County,Virginia
25691,27270,Fluvanna County,Virginia
56159,56042,Franklin County,Virginia
78305,89313,Frederick County,Virginia
17286,16720,Giles County,Virginia
36858,37348,Gloucester County,Virginia
21717,23753,Goochland County,Virginia
15533,15550,Grayson County,Virginia
18403,19819,Greene County,Virginia
12243,11336,Greensville County,Virginia
36241,33911,Halifax County,Virginia
99863,107766,Hanover County,Virginia
306935,330818,Henrico County,Virginia
54151,50557,Henry County,Virginia
2321,2190,Highland County,Virginia
35270,37109,Isle of Wight County,Virginia
67009,76523,James City County,Virginia
6945,7025,King and Queen County,Virginia
23584,26836,King George County,Virginia
15935,17148,King William County,Virginia
11391,10603,Lancaster County,Virginia
25587,23423,Lee County,Virginia
312311,413538,Loudoun County,Virginia
33153,37591,Louisa County,Virginia
12914,12196,Lunenburg County,Virginia
13308,13261,Madison County,Virginia
8978,8834,Mathews County,Virginia
32727,30587,Mecklenburg County,Virginia
10959,10582,Middlesex County,Virginia
94392,98535,Montgomery County,Virginia
15020,14930,Nelson County,Virginia
18429,23091,New Kent County,Virginia
12389,11710,Northampton County,Virginia
12330,12095,Northumberland County,Virginia
15853,15232,Nottoway County,Virginia
33481,37051,Orange County,Virginia
24042,23902,Page County,Virginia
18490,17608,Patrick County,Virginia
63506,60354,Pittsylvania County,Virginia
28046,29652,Powhatan County,Virginia
23368,22802,Prince Edward County,Virginia
35725,38353,Prince George County,Virginia
402002,470335,Prince William County,Virginia
34872,34027,Pulaski County,Virginia
7373,7370,Rappahannock County,Virginia
9254,9023,Richmond County,Virginia
92376,94186,Roanoke County,Virginia
22307,22573,Rockbridge County,Virginia
76314,81948,Rockingham County,Virginia
28897,26586,Russell County,Virginia
23177,21566,Scott County,Virginia
41993,43616,Shenandoah County,Virginia
32208,30104,Smyth County,Virginia
18570,17631,Southampton County,Virginia
122397,136215,Spotsylvania County,Virginia
128961,152882,Stafford County,Virginia
7058,6422,Surry County,Virginia
12087,11159,Sussex County,Virginia
45078,40595,Tazewell County,Virginia
37575,40164,Warren County,Virginia
54876,53740,Washington County,Virginia
17454,18015,Westmoreland County,Virginia
41452,37383,Wise County,Virginia
29235,28684,Wythe County,Virginia
65464,68280,York County,Virginia
139966,159428,Alexandria city,Virginia
17835,16762,Bristol city,Virginia
6650,6478,Buena Vista city,Virginia
43475,47266,Charlottesville city,Virginia
222209,244835,Chesapeake city,Virginia
17411,17370,Colonial Heights city,Virginia
5961,5538,Covington city,Virginia
43055,40044,Danville city,Virginia
5927,5346,Emporia city,Virginia
22565,24019,Fairfax city,Virginia
12332,14617,Falls Church city,Virginia
8582,7967,Franklin city,Virginia
24286,29036,Fredericksburg city,Virginia
7042,6347,Galax city,Virginia
137436,134510,Hampton city,Virginia
48914,53016,Harrisonburg city,Virginia
22591,22529,Hopewell city,Virginia
7042,7446,Lexington city,Virginia
75568,82168,Lynchburg city,Virginia
37821,41085,Manassas city,Virginia
14273,17478,Manassas Park city,Virginia
13821,12554,Martinsville city,Virginia
180719,179225,Newport News city,Virginia
242803,242742,Norfolk city,Virginia
3958,3981,Norton city,Virginia
32420,31346,Petersburg city,Virginia
12150,12271,Poquoson city,Virginia
95535,94398,Portsmouth city,Virginia
16408,18249,Radford city,Virginia
204214,230436,Richmond city,Virginia
97032,99143,Roanoke city,Virginia
24802,25301,Salem city,Virginia
23746,24932,Staunton city,Virginia
84585,92108,Suffolk city,Virginia
437994,449974,Virginia Beach city,Virginia
21006,22630,Waynesboro city,Virginia
14068,14954,Williamsburg city,Virginia
26203,28078,Winchester city,Virginia
18728,19983,Adams County,Washington
21623,22582,Asotin County,Washington
175177,204390,Benton County,Washington
72453,77200,Chelan County,Washington
71404,77331,Clallam County,Washington
425363,488241,Clark County,Washington
4078,3985,Columbia County,Washington
102410,110593,Cowlitz County,Washington
38431,43429,Douglas County,Washington
7551,7627,Ferry County,Washington
78163,95222,Franklin County,Washington
2266,2225,Garfield County,Washington
89120,97733,Grant County,Washington
72797,75061,Grays Harbor County,Washington
78506,85141,Island County,Washington
29872,32221,Jefferson County,Washington
1931249,2252782,King County,Washington
251133,271473,Kitsap County,Washington
40915,47935,Kittitas County,Washington
20318,22425,Klickitat County,Washington
75455,80707,Lewis County,Washington
10570,10939,Lincoln County,Washington
60699,66768,Mason County,Washington
41120,42243,Okanogan County,Washington
20920,22471,Pacific County,Washington
13001,13724,Pend Oreille County,Washington
795225,904980,Pierce County,Washington
15769,17582,San Juan County,Washington
116901,129205,Skagit County,Washington
11066,12083,Skamania County,Washington
713335,822083,Snohomish County,Washington
471221,522798,Spokane County,Washington
43531,45723,Stevens County,Washington
252264,290536,Thurston County,Washington
3978,4488,Wahkiakum County,Washington
58781,60760,Walla Walla County,Washington
201140,229247,Whatcom County,Washington
44776,50104,Whitman County,Washington
243231,250873,Yakima County,Washington
16589,16441,Barbour County,West Virginia
104169,119171,Berkeley County,West Virginia
24629,21457,Boone County,West Virginia
14523,13957,Braxton County,West Virginia
24069,21939,Brooke County,West Virginia
96319,91945,Cabell County,West Virginia
7627,7109,Calhoun County,West Virginia
9386,8508,Clay County,West Virginia
8202,8448,Doddridge County,West Virginia
46039,42406,Fayette County,West Virginia
8693,7823,Gilmer County,West Virginia
11937,11568,Grant County,West Virginia
35480,34662,Greenbrier County,West Virginia
23964,23175,Hampshire County,West Virginia
30676,28810,Hancock County,West Virginia
14025,13776,Hardy County,West Virginia
69099,67256,Harrison County,West Virginia
29211,28576,Jackson County,West Virginia
53498,57146,Jefferson County,West Virginia
193063,178124,Kanawha County,West Virginia
16372,15907,Lewis County,West Virginia
21720,20409,Lincoln County,West Virginia
36743,32019,Logan County,West Virginia
22113,17624,McDowell County,West Virginia
56418,56072,Marion County,West Virginia
33107,30531,Marshall County,West Virginia
27324,26516,Mason County,West Virginia
62264,58758,Mercer County,West Virginia
28212,26868,Mineral County,West Virginia
26839,23424,Mingo County,West Virginia
96189,105612,Monongalia County,West Virginia
13502,13275,Monroe County,West Virginia
17541,17884,Morgan County,West Virginia
26233,24496,Nicholas County,West Virginia
44443,41411,Ohio County,West Virginia
7695,6969,Pendleton County,West Virginia
7605,7460,Pleasants County,West Virginia
8719,8247,Pocahontas County,West Virginia
33520,33432,Preston County,West Virginia
55486,56450,Putnam County,West Virginia
78859,73361,Raleigh County,West Virginia
29405,28695,Randolph County,West Virginia
10449,9554,Ritchie County,West Virginia
14926,13688,Roane County,West Virginia
13927,12573,Summers County,West Virginia
16895,16695,Taylor County,West Virginia
7141,6839,Tucker County,West Virginia
9208,8591,Tyler County,West Virginia
24254,24176,Upshur County,West Virginia
42481,39402,Wayne County,West Virginia
9154,8114,Webster County,West Virginia
16583,15065,Wetzel County,West Virginia
5717,5821,Wirt County,West Virginia
86956,83518,Wood County,West Virginia
23796,20394,Wyoming County,West Virginia
20875,20220,Adams County,Wisconsin
16157,15562,Ashland County,Wisconsin
45870,45244,Barron County,Wisconsin
15014,15036,Bayfield County,Wisconsin
248007,264542,Brown County,Wisconsin
13587,13031,Buffalo County,Wisconsin
15457,15414,Burnett County,Wisconsin
48971,50089,Calumet County,Wisconsin
62415,64658,Chippewa County,Wisconsin
34690,34774,Clark County,Wisconsin
56833,57532,Columbia County,Wisconsin
16644,16131,Crawford County,Wisconsin
488073,546695,Dane County,Wisconsin
88759,87839,Dodge County,Wisconsin
27785,27668,Door County,Wisconsin
44159,43150,Douglas County,Wisconsin
43857,45368,Dunn County,Wisconsin
98736,104646,Eau Claire County,Wisconsin
4423,4295,Florence County,Wisconsin
101633,103403,Fond du Lac County,Wisconsin
9304,9004,Forest County,Wisconsin
51208,51439,Grant County,Wisconsin
36842,36960,Green County,Wisconsin
19051,18913,Green Lake County,Wisconsin
23687,23678,Iowa County,Wisconsin
5916,5687,Iron County,Wisconsin
20449,20643,Jackson County,Wisconsin
83686,84769,Jefferson County,Wisconsin
26664,26687,Juneau County,Wisconsin
166426,169561,Kenosha County,Wisconsin
20574,20434,Kewaunee County,Wisconsin
114638,118016,La Crosse County,Wisconsin
16836,16665,Lafayette County,Wisconsin
19977,19189,Langlade County,Wisconsin
28743,27593,Lincoln County,Wisconsin
81442,78981,Manitowoc County,Wisconsin
134063,135692,Marathon County,Wisconsin
41749,40350,Marinette County,Wisconsin
15404,15574,Marquette County,Wisconsin
4232,4556,Menominee County,Wisconsin
947735,945726,Milwaukee County,Wisconsin
44673,46253,Monroe County,Wisconsin
37660,37930,Oconto County,Wisconsin
35998,35595,Oneida County,Wisconsin
176695,187885,Outagamie County,Wisconsin
86395,89221,Ozaukee County,Wisconsin
7469,7287,Pepin County,Wisconsin
41019,42754,Pierce County,Wisconsin
44205,43783,Polk County,Wisconsin
70019,70772,Portage County,Wisconsin
14159,13351,Price County,Wisconsin
195408,196311,Racine County,Wisconsin
18021,17252,Richland County,Wisconsin
160331,163354,Rock County,Wisconsin
14755,14178,Rusk County,Wisconsin
84345,90687,St Croix County,Wisconsin
61976,64442,Sauk County,Wisconsin
16557,16558,Sawyer County,Wisconsin
41949,40899,Shawano County,Wisconsin
115507,115340,Sheboygan County,Wisconsin
20689,20343,Taylor County,Wisconsin
28816,29649,Trempealeau County,Wisconsin
29773,30822,Vernon County,Wisconsin
21430,22195,Vilas County,Wisconsin
102228,103868,Walworth County,Wisconsin
15911,15720,Washburn County,Wisconsin
131887,136034,Washington County,Wisconsin
389891,404198,Waukesha County,Wisconsin
52410,50990,Waupaca County,Wisconsin
24496,24443,Waushara County,Wisconsin
166994,171907,Winnebago County,Wisconsin
74749,72999,Wood County,Wisconsin
36299,38880,Albany County,Wyoming
11668,11790,Big Horn County,Wyoming
46133,46341,Campbell County,Wyoming
15885,14800,Carbon County,Wyoming
13833,13822,Converse County,Wyoming
7083,7584,Crook County,Wyoming
40123,39261,Fremont County,Wyoming
13249,13211,Goshen County,Wyoming
4812,4413,Hot Springs County,Wyoming
8569,8445,Johnson County,Wyoming
91738,99500,Laramie County,Wyoming
18106,19830,Lincoln County,Wyoming
75450,79858,Natrona County,Wyoming
2484,2356,Niobrara County,Wyoming
28205,29194,Park County,Wyoming
8667,8393,Platte County,Wyoming
29116,30485,Sheridan County,Wyoming
10247,9831,Sublette County,Wyoming
43806,42343,Sweetwater County,Wyoming
21294,23464,Teton County,Wyoming
21118,20226,Uinta County,Wyoming
8533,7805,Washakie County,Wyoming
7208,6927,Weston County,Wyoming
5201703,5300771,NYC,New York
